house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status
1 BHK Apartment ,780 sq ft,Vishrantwadi,Pune,18.57986832,73.87530518,14000,INR,1,1,Negotiable,null,Posted a year ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Vishrantwadi. It has an area of 780 sqft with a carpet area of 680 sqft . The property is available at a monthly rental of Rs. 14,000 (negotiable ). It is an unfurnished property. The property has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. "," 50,000",Unfurnished
1 BHK Apartment ,580 sq ft,Kharadi,Pune,18.54776955,73.94429016,20000,INR,1,2,Negotiable,null,Posted a year ago,"This spacious 1 bhk multistorey apartment is available for rental and is located in Goel Ganga Developments Antra, one of the most prestigious projects of Kharadi. It has a built-up area of 580 sqft and is available for rent at Rs. 20,000 per month (negotiable). The house is semi-furnished. It is on the 2nd floor of the building (total number of floors are 5). It has lift available. Other amenities include 24 x 7 security, power backup, closed car parking and cctv. It is east facing property. It has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,495 sq ft",Hadapsar,Pune,18.49265099,73.95251465,15000,INR,3,3,Negotiable,null,Posted a year ago,"A spacious 3 bhk multistorey apartment is available for rental in Shapoorji Pallonji Real Estate Residency, Hadapsar, Pune. It has area of 1495 sqft and is available at a rent of Rs. 15,000. The house is unfurnished. The property has 3 bathrooms and 3 balconies. It is made in way to provide a comfortable living for the residents. "," 5,000",Unfurnished
3 BHK Apartment ,"1,556 sq ft",Wakad,Pune,18.60812569,73.7625351,42000,INR,3,null,Negotiable,null,Posted 2 months ago,"3 Bhk Fully Furnished flat available for rent in Wakad dutta temple road. This location is nearby within the reach of everyday necessiteis.
Society has all of amenities are there."," 1,00,000",Furnished
2 BHK Villa ,"1,000 sq ft",NIBM,Pune,18.47689629,73.89581299,28000,INR,2,1,null,null,Posted 2 months ago,2bhk villa avaive or rent 24 hour water main road acing2bhk villa avaive or rent 24 hour water main road acing2bhk villa avaive or rent 24 hour water main road acing2bhk villa avaive or rent 24 hour water main road acing2bhk villa avaive or rent 24 hour water main road acing2bhk villa avaive or rent 24 hour water main road acing," 1,00,000",Semi-Furnished
3 BHK Villa ,"1,500 sq ft",NIBM,Pune,18.47689629,73.89581299,45000,INR,3,1,null,null,Posted 2 months ago,"It has an area of 1500 sqft with a carpet area of 1400 sqft . The property is available at a monthly rental of Rs. 45,000 . It is north facing property. It has 3 bathrooms and 1 balcony. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 1,00,000",Unfurnished
3 BHK Villa ,"1,500 sq ft",NIBM,Pune,18.47689629,73.89581299,55000,INR,3,1,null,null,Posted 2 months ago,"It has area of 1500 sqft and is available at a rent of Rs. 55,000. It is facing north direction. The property has 3 bathrooms and 1 balcony. It is well connected to the city areas. Please contact for more details. "," 1,00,000",Semi-Furnished
3 BHK Villa ,"1,500 sq ft",NIBM,Pune,18.47689629,73.89581299,60000,INR,3,1,null,null,Posted 2 months ago,"It has a built-up area of 1500 sqft and is available for rent at Rs. 60,000 per month . The house is unfurnished. Its main door is facing north direction. The property has 3 bathrooms and 1 balcony. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 1,00,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",NIBM,Pune,18.47689629,73.89581299,25000,INR,2,1,null,null,Posted 2 months ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Grafficon Apartment, one of the most prestigious projects of NIBM. It has an area of 1000 sqft with a carpet area of 850 sqft . The property is available at a monthly rental of Rs. 25,000 . It is a semi-furnished property. It is facing north direction. The property has 2 bathrooms and 1 balcony. "," 80,000",Semi-Furnished
3 BHK Apartment ,"1,300 sq ft",Kondhwa,Pune,18.47638512,73.89437866,35000,INR,3,1,null,null,Posted 2 months ago,It is located on the 5th floor(out of a total of 7 floor(s)). Its main door is facing north direction. The property has 3 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ," 1,00,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",NIBM Annex Mohammadwadi,Pune,18.46765137,73.91692352,29000,INR,2,1,null,null,Posted 2 months ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Ammons Aawas, one of the most prestigious projects of NIBM Annex Mohammadwadi. It has a built-up area of 1000 sqft and is available for rent at Rs. 29,000 per month . It is a semi-furnished property. It is on 5th floor. The building has a total of 6 floor(s). It has swimming pool as well as school. The project also has intercom, rain water harvesting, full power backup, shopping mall, jogging track, power backup, lift available and children's play area. Its main door is facing north direction. The property has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. "," 1,00,000",Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",NIBM Annex Mohammadwadi,Pune,18.45417595,73.91843414,31000,INR,2,1,null,null,Posted 2 months ago,"It is a furnished property. It has 1 wardrobe, 1 refrigerator, 1 sofa and 1 bed. It has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 1,00,000",Furnished
1 BHK Apartment ,690 sq ft,Kondhwa,Pune,18.4591713,73.88790894,20000,INR,1,1,null,null,Posted a year ago,"A 1 bhk property is available for rental in Vijay Laxmi Group Satyam Kashish Apartment, Kondhwa, Pune. It has a built-up area of 690 sqft and is available for rent at Rs. 20,000 per month . The house is furnished. It has 1 wardrobe, 1 tv, 1 refrigerator and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. "," 50,000",Furnished
1 BHK Apartment ,690 sq ft,Tingre Nagar,Pune,18.57511902,73.8852005,13000,INR,1,1,Negotiable,null,Posted a year ago,"A 1 bhk property is available for rental in SK Developers LA, Tingre Nagar, Pune. It has area of 690 sqft and is available at a rent of Rs. 13,000. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. Contact us for more details. "," 50,000",Unfurnished
1 BHK Apartment ,975 sq ft,Ambegaon Budruk,Pune,18.45702362,73.83449554,13000,INR,3,null,null,null,Posted 4 years ago,"Itâs a 1 bhk multistorey apartment situated in Ambegaon Budruk. It has an area of 975 sqft . The property is available at a monthly rental of Rs. 13,000 . The house is unfurnished. It is a ready-to-move-in property. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment ,600 sq ft,Dhanori,Pune,18.5941391,73.89772797,4500,INR,2,1,Negotiable,null,Posted a year ago,"Itâs a 2 bhk multistorey apartment situated in Dhanori. It has an area of 600 sqft with a carpet area of 480 sqft . The property is available at a monthly rental of Rs. 4,500 (negotiable ). It has 1 wardrobe, 1 refrigerator, 1 washing machine and 1 wifi. It also has 4 bed. The property has 2 bathrooms and 1 balcony. It is situated in the proximity of all the important facilities. Contact us for more details. "," 2,500",Semi-Furnished
1 BHK Apartment ,700 sq ft,Warje,Pune,18.48612595,73.80614471,10000,INR,1,1,Negotiable,null,Posted a year ago,"This spacious 1 bhk multistorey apartment is available for rental and is located in Eden Group Pune Garden, one of the most prestigious projects of Warje. Furnishings include 1 wardrobe, 1 sofa, 1 gas connection and 1 bed. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. "," 25,000",Furnished
1 BHK Apartment ,500 sq ft,Kharadi,Pune,18.53993797,73.93495178,30000,INR,1,1,null,null,Posted 2 months ago,"New flat, new furniture, on magarpatta road. close to all IT parks. Air conditioner, washing machine, water purifier, micro wave, office desk and chair, dining table , sofa , wardrobe , dressing table , separate toilet and bathroom , television , kitchen cabinet, stove with cylinder,"," 60,000",Furnished
3 BHK Villa ,"1,500 sq ft",NIBM,Pune,18.47689629,73.89581299,45000,INR,3,1,null,null,Posted 2 months ago,"It has an area of 1500 sqft with a carpet area of 1400 sqft . The property is available at a monthly rental of Rs. 45,000 . Its main door is facing north direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. "," 1,00,000",Unfurnished
1 RK Studio Apartment ,600 sq ft,Vishrantwadi,Pune,18.57937622,73.88542175,10000,INR,1,1,null,null,Posted 3 years ago,The only thing that you have received the payment for the use was authorized representative independent of the year and I will be in the morning to you soon and," 30,000",Unfurnished
1 BHK Apartment ,650 sq ft,Wagholi,Pune,18.58126259,73.98873901,8000,INR,1,2,null,null,Posted a year ago,," 25,000",Unfurnished
1 BHK Apartment ,690 sq ft,Yerawada,Pune,18.55807495,73.8818512,15000,INR,1,1,null,null,Posted a year ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Yerwada Bot Project. It has an area of 690 sqft with a carpet area of 580 sqft . The property is available at a monthly rental of Rs. 15,000 . The house is semi-furnished. The property has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. Kindly call us for details. "," 50,000",Semi-Furnished
3 BHK Apartment ,"1,301 sq ft",Wakad,Pune,18.59833908,73.7580719,29500,INR,3,3,null,null,Posted 6 months ago,"Spacious, Airtel, sunlight, 3 bedroom 3 bathroom 3 galleries one big balcony one dry balcony kitchen trollies installed water purifier installed piped gas and gas stove available"," 75,000",Unfurnished
2 BHK Apartment ,952 sq ft,Kharadi,Pune,18.55815697,73.9512558,28000,INR,2,2,null,null,Posted 5 months ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Eklavya Builders Skylark. It has an area of 952 sqft with a carpet area of 733 sqft . The property is available at a monthly rental of Rs. 28,000 . It is a semi-furnished property. It is on the 4th floor of the building (total number of floors are 6). It is facing northeast direction. It has 2 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. Please contact us for more details. "," 60,000",Semi-Furnished
2 BHK Apartment ,930 sq ft,Wagholi,Pune,18.58878899,74.00847626,13500,INR,2,1,Negotiable,null,Posted 2 months ago,"A spacious 2 bhk multistorey apartment is available for rental in Dreams Corporation Sankalp, Wagholi, Pune. The house is unfurnished. Itâs on 3rd floor out of 7 floors building. Its main door is facing east direction. Kindly call us for details."," 35,000",Unfurnished
3 BHK Apartment ,"1,560 sq ft",Dhanori,Pune,18.58590889,73.89323425,52000,INR,2,2,Negotiable,null,Posted a year ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Mantra Properties 29 Gold Coast, one of the most prestigious projects of Dhanori. The house is furnished. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. "," 1,50,000",Furnished
1 BHK Independent House ,700 sq ft,Ubale Nagar,Pune,18.56643295,73.95774841,15000,INR,1,2,Negotiable,null,Posted a year ago,"It has area of 700 sqft and is available at a rent of Rs. 15,000. The property has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 45,000",Unfurnished
2 BHK Apartment ,952 sq ft,Wagholi,Pune,18.58126259,73.98873901,13000,INR,1,1,null,null,Posted a year ago,," 25,000",Semi-Furnished
3 BHK Apartment ,"1,250 sq ft",Kaspate Wasti,Pune,18.59017372,73.772789,21000,INR,2,3,null,null,Posted a year ago,"spacious apartment, very well ventilated. Semi furnished. One big covered parking, can accommodate 1 big car and two 2 wheelers. Society has gated community, 24 Hours Security, CCTV. Society has Club House, Gym, Garden, children's Play area, Badminton Court. Prime location of Wakad. Kaspate Wasti, near Chhatrapati Chowk. Banks, ATMs, Hospitals, Medical Stores, Super Markets, Restaurants are within 500 meter radius. Just 5 km from Hinjewadi IT Park. Very convenient and suitable for IT Professionals."," 60,000",Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Sector 25 Pradhikaran,Pune,18.65956688,73.76764679,18000,INR,1,2,null,null,Posted a year ago,"Itâs a 2 bhk builder floor situated in Sector 25 Pradhikaran. It has area of 1000 sqft and is available at a rent of Rs. 18,000. The house is semi-furnished. It is located on the 2nd floor(out of a total of 2 floor(s)). Its main door is facing north direction. The property has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living for the residents. "," 40,000",Semi-Furnished
1 BHK Independent House ,400 sq ft,Mundhwa,Pune,18.53279495,73.94124603,13000,INR,1,1,Negotiable,null,Posted a year ago,"A 1 bhk property is available for rent in Mundhwa, Pune. It has a built-up area of 400 sqft and is available for rent at Rs. 13,000 per month (negotiable). The house is unfurnished. Its main door is facing east direction. The property has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. "," 26,000",Unfurnished
2 BHK Apartment ,461 sq ft,Talegaon Dabhade,Pune,18.75901985,73.66655731,8000,INR,2,null,null,null,Posted a year ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Xrbia North Hinjewadi Developers Ambi. It has area of 461 sqft and is available at a rent of Rs. 8,000. It is an unfurnished property. It is on 4th floor. The building has a total of 9 floor(s). It has rain water harvesting as well as lift available. The project also has indoor games, children's play area, shopping mall, power backup, 24 x 7 security, sports facility and swimming pool. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. "," 50,000",Unfurnished
2 BHK Apartment ,"1,005 sq ft",Katraj,Pune,18.45121956,73.85153961,18000,INR,2,2,Negotiable,null,Posted a year ago,"Property is located near mumbai - Bangalore highway. Sunrise facing and garden facing flat. Walking distance from katraj circle and bharti vidyapith. 
Explore this amicable ashoka aagam of katraj in pune ! Property has attached 2 bathrooms & 2 balconies (1 dry balcony) with 2 rooms. The flat consists of 1 open parking. The building has a total of 7 floors and this property is situated on 6th floor. The flat is available for family on registered agreement type with a notice of 1 month. We are offering this property on 18, 000 monthly. Electricity & water charges are not included in rent & to be paid separately. 50000 is required to be paid as the fixed deposit."," 50,000",Unfurnished
2 BHK Apartment ,"1,020 sq ft",Chakan,Pune,18.76175499,73.84884644,14000,INR,2,1,Negotiable,null,Posted 2 months ago,"A spacious 2 bhk multistorey apartment is available for rental in Xrbia North Hinjewadi Developers Eiffel City Chakan Ph2, Chakan, Pune. It has an area of 1020 sqft with a carpet area of 960 sqft . The property is available at a monthly rental of Rs. 14,000 (negotiable ). It is a furnished property. Furnishings include 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 dining table, 1 gas connection, 1 modular kitchen, 3 wardrobe, 5 bed, 1 ac and 1 tv. It is on 4th floor. The building has a total of 8 floor(s). It is facing northeast direction. The property has 2 bathrooms and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. "," 40,000",Furnished
1 BHK Apartment ,361 sq ft,Kharadi,Pune,18.55271912,73.94644165,17500,INR,1,null,Negotiable,null,Posted 2 months ago,"It is a semi-furnished property. It is on 12th floor. The building has a total of 12 floor(s). It is east facing property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 50,000",Semi-Furnished
2 BHK Apartment ,906 sq ft,Wagholi,Pune,18.57494926,74.00061035,18000,INR,2,2,null,null,Posted 2 months ago,"It has an area of 906 sqft with a carpet area of 697 sqft . The property is available at a monthly rental of Rs. 18,000 . It is a semi-furnished property. It is located on the 3rd floor(out of a total of 12 floor(s)). It has internet/wi-fi as well as indoor games. The project also has landscaped gardens, jogging track, 24 x 7 security, maintenance staff, club house, cctv, children's play area and rain water harvesting. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. "," 40,000",Semi-Furnished
1 BHK Apartment ,690 sq ft,Lohegaon,Pune,18.60580063,73.91000366,12000,INR,1,1,null,null,Posted a year ago,"A 1 bhk property is available for rental in Excellaa Panama Park, Lohegaon, Pune. It has area of 690 sqft and is available at a rent of Rs. 12,000. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. "," 60,000",Unfurnished
1 BHK Apartment ,690 sq ft,Tingre Nagar,Pune,18.58148193,73.89109802,12000,INR,1,1,Negotiable,null,Posted a year ago,"Itâs a 1 bhk multistorey apartment situated in Splendor Homes, Tingre Nagar. It has an area of 690 sqft with a carpet area of 590 sqft . The property is available at a monthly rental of Rs. 12,000 (negotiable ). The house is semi-furnished. It is situated in the proximity of all the important facilities. Kindly call us for details. "," 60,000",Semi-Furnished
1 BHK Apartment ,630 sq ft,Manjari,Pune,18.50582695,73.95748138,14200,INR,1,null,null,null,Posted a year ago,"Itâs a 1 bhk multistorey apartment situated in Kalpataru Group Serenity, Manjari, Pune. It has area of 630 sqft and is available at a rent of Rs. 14,200. It is an unfurnished property. Itâs on 5th floor out of 11 floors building. It has intercom as well as swimming pool. The project also has cctv, visitor parking, club house, internet/wi-fi, lift available, indoor games, jogging track and water storage. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 40,000",Unfurnished
3 BHK Apartment ,"1,400 sq ft",Wakad,Pune,18.60347939,73.75160217,38000,INR,3,3,null,null,Posted 2 months ago,"The house is furnished. Furnishings include 2 wardrobe, 1 sofa, 1 dining table, 1 gas connection, 1 ac and 3 bed. It has video door phone as well as intercom. The project also has security. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. "," 1,25,000",Furnished
3 BHK Apartment ,"1,600 sq ft",Bavdhan,Pune,18.52220726,73.7804184,27500,INR,3,3,Negotiable,null,Posted 2 months ago,"It has area of 1600 sqft and is available at a rent of Rs. 27,500. The house is semi-furnished. It is located on the 7th floor(out of a total of 10 floor(s)). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. "," 75,000",Semi-Furnished
4 BHK Apartment ,"5,183 sq ft",Hadapsar,Pune,18.52059937,73.92752838,250000,INR,4,2,Negotiable,null,Posted 3 years ago,," 5,00,000",Furnished
3 BHK Apartment ,"1,590 sq ft",Aundh,Pune,18.56716347,73.80487823,46000,INR,3,2,Negotiable,null,Posted 4 years ago,," 2,00,000",Furnished
2 BHK Apartment ,"1,250 sq ft",Balewadi,Pune,18.5743351,73.7727356,25000,INR,2,2,Negotiable,null,Posted 4 years ago,," 80,000",Semi-Furnished
2 BHK Apartment ,"1,290 sq ft",Baner,Pune,18.56291771,73.77078247,22000,INR,2,2,Negotiable,null,Posted 4 years ago,," 90,000",Semi-Furnished
2 BHK Apartment ,"1,357 sq ft",Pashan,Pune,18.54850578,73.79492188,22000,INR,2,2,Negotiable,null,Posted 4 years ago,," 60,000",Semi-Furnished
3 BHK Apartment ,"1,472 sq ft",Balewadi,Pune,18.57967186,73.7727356,21000,INR,3,1,Negotiable,null,Posted 4 years ago,," 60,000",Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Balewadi,Pune,18.57761574,73.77683258,22000,INR,2,2,Negotiable,null,Posted 4 years ago,," 60,000",Semi-Furnished
2 BHK Apartment ,"1,020 sq ft",Pashan,Pune,18.54757309,73.78919983,20000,INR,2,1,Negotiable,null,Posted 4 years ago,," 50,000",Unfurnished
3 BHK Apartment ,"1,690 sq ft",Balewadi,Pune,18.57818794,73.7743988,33000,INR,3,3,Negotiable,null,Posted 4 years ago,," 1,20,000",Semi-Furnished
2 BHK Apartment ,"1,045 sq ft",Baner,Pune,18.56719208,73.78601074,21000,INR,2,2,Negotiable,null,Posted 4 years ago,," 84,000",Semi-Furnished
2 BHK Apartment ,"1,080 sq ft",Aundh,Pune,18.5678463,73.80082703,24000,INR,2,1,Negotiable,null,Posted 4 years ago,," 75,000",Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Baner Pashan Link Road,Pune,18.54911041,73.79128265,29000,INR,2,2,Negotiable,null,Posted 4 years ago,," 90,000",Furnished
2 BHK Apartment ,"1,120 sq ft",Baner,Pune,18.56068611,73.77831268,18000,INR,2,2,Negotiable,null,Posted 4 years ago,," 60,000",Unfurnished
1 BHK Apartment ,570 sq ft,Pashan,Pune,18.54423523,73.79344177,16500,INR,1,1,null,null,Posted 4 years ago,," 50,000",Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Aundh,Pune,18.5673275,73.80388641,25000,INR,2,1,Negotiable,null,Posted 4 years ago,," 85,000",Furnished
2 BHK Apartment ,"1,111 sq ft",Baner,Pune,18.57356071,73.76959991,25000,INR,2,2,Negotiable,null,Posted 4 years ago,," 1,00,000",Unfurnished
2 BHK Apartment ,"1,290 sq ft",Baner,Pune,18.56291771,73.77078247,22000,INR,2,2,Negotiable,null,Posted 4 years ago,," 66,000",Semi-Furnished
2 BHK Apartment ,"1,105 sq ft",Balewadi,Pune,18.57818794,73.7743988,25500,INR,2,2,Negotiable,null,Posted 4 years ago,," 80,000",Semi-Furnished
2 BHK Apartment ,"1,157 sq ft",Aundh,Pune,18.56716347,73.80487823,27000,INR,2,1,Negotiable,null,Posted 4 years ago,," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Balewadi,Pune,18.57889175,73.77068329,31000,INR,3,2,Negotiable,null,Posted 4 years ago,," 90,000",Furnished
2 BHK Apartment ,985 sq ft,Aundh,Pune,18.55888367,73.80407715,24000,INR,2,1,Negotiable,null,Posted 4 years ago,," 80,000",Semi-Furnished
2 BHK Apartment ,"1,133 sq ft",Pashan,Pune,18.54259491,73.79163361,26000,INR,2,2,null,null,Posted 4 years ago,," 1,00,000",Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Aundh,Pune,18.5668869,73.80753326,45000,INR,3,2,Negotiable,null,Posted 4 years ago,," 1,35,000",Semi-Furnished
3 BHK Apartment ,"1,450 sq ft",Aundh,Pune,18.56721878,73.80590057,29500,INR,3,2,Negotiable,null,Posted 4 years ago,," 85,000",Semi-Furnished
2 BHK Apartment ,"1,090 sq ft",Someshwarwadi,Pune,18.54667854,73.80220795,20000,INR,2,2,Negotiable,null,Posted 4 years ago,," 50,000",Semi-Furnished
2 BHK Apartment ,"1,105 sq ft",Baner,Pune,18.5716629,73.7790451,23000,INR,2,2,Negotiable,null,Posted 4 years ago,," 75,000",Semi-Furnished
3 BHK Apartment ,"2,182 sq ft",Baner,Pune,18.55522156,73.78281403,80000,INR,3,3,Negotiable,null,Posted 4 years ago,," 4,00,000",Semi-Furnished
3 BHK Apartment ,"2,359 sq ft",Baner,Pune,18.56766319,73.77165222,80000,INR,3,2,Negotiable,null,Posted 4 years ago,," 3,00,000",Semi-Furnished
2 BHK Apartment ,"1,080 sq ft",Aundh,Pune,18.56496239,73.80393219,20000,INR,2,1,Negotiable,null,Posted 4 years ago,," 60,000",Semi-Furnished
2 BHK Apartment ,"1,085 sq ft",Aundh,Pune,18.56716347,73.80487823,27000,INR,2,2,Negotiable,null,Posted 4 years ago,," 1,00,000",Semi-Furnished
3 BHK Apartment ,"2,280 sq ft",Baner,Pune,18.56680298,73.77088165,150000,INR,4,2,Negotiable,null,Posted 4 years ago,," 5,00,000",Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Aundh,Pune,18.5668869,73.80753326,45000,INR,3,2,Negotiable,null,Posted 4 years ago,," 1,20,000",Furnished
3 BHK Apartment ,"1,800 sq ft",Aundh,Pune,18.55748558,73.80955505,41000,INR,3,2,Negotiable,null,Posted 4 years ago,," 1,25,000",Unfurnished
4 BHK Villa ,"2,250 sq ft",Baner,Pune,18.56068611,73.77831268,45000,INR,4,3,Negotiable,null,Posted 4 years ago,," 1,50,000",Unfurnished
1 RK Studio Apartment ,350 sq ft,Pradhikaran Nigdi,Pune,18.65383148,73.76878357,10500,INR,1,1,Negotiable,null,Posted 3 years ago,," 20,000",Furnished
2 BHK Apartment ,"1,000 sq ft",Yerawada,Pune,18.55473709,73.88181305,5000,INR,2,2,null,null,Posted a year ago,"This home is well equipped with 11 wardrobes & also has 2 bathrooms, modular kitchen, washing machine, 2 geyser, fridge, sofa, utensils, etc , dedicated parking for a car with this home and with premium amenities such as parking for visitors, housekeeping & gas pipeline, lift & Wi-Fi access. .It is less than 30 minutes from airport . IT/business parks are in close proximity.
Are you looking for a two bedroom for rent? This spacious property is available for rent in Opela Apartments. It is fully furnished and convenient for bachelors This 1000 sqft. home is on the 1st floor & comes with ample parking place for car. This home faces the South direction."," 10,000",Furnished
2 BHK Apartment ,"1,020 sq ft",Chakan,Pune,18.76100922,73.84754944,15000,INR,2,1,null,null,Posted 2 months ago,"It has a built-up area of 1020 sqft and is available for rent at Rs. 15,000 per month . It is a furnished property. It is on the 4th floor of the building (total number of floors are 8). It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. "," 40,000",Furnished
1 BHK Apartment ,570 sq ft,Hadapsar,Pune,18.50863457,73.92761993,27000,INR,1,null,null,null,Posted 2 months ago,"A spacious 1 bhk multistorey apartment is available for rental in Magarpatta City Heliconia, Hadapsar, Pune. It has a built-up area of 570 sqft and is available for rent at Rs. 27,000 per month . The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection and 1 bed. It has children's play area as well as lift available. The project also has community hall. It is north facing property. It is a 16 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
1 BHK Apartment ,570 sq ft,Hadapsar,Pune,18.50863457,73.92761993,27000,INR,1,null,null,null,Posted 2 months ago,"It has an area of 570 sqft with a carpet area of 550 sqft . The property is available at a monthly rental of Rs. 27,000 . It has lift available. Other amenities include children's play area and community hall. It is facing north direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment ,940 sq ft,Pimple Saudagar,Pune,18.59337234,73.78913879,24000,INR,2,null,null,null,Posted 2 months ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Kunal Group Icon. It has area of 940 sqft and is available at a rent of Rs. 24,000. The house is unfurnished. It is on the 4th floor of the building (total number of floors are 8). It has rain water harvesting. Other amenities include shopping mall, full power backup, sports facility, landscaped gardens, staff quarter, power backup, internet/wi-fi, indoor games and jogging track. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 60,000",Unfurnished
2 BHK Apartment ,"1,180 sq ft",Sangamvadi,Pune,18.53361511,73.88479614,35000,INR,4,null,null,null,Posted 4 years ago,"2 BHK Apartment available for rent in , Sangamvadi, Pune. Available amenities are: Garden, Kids area, Lift. Apartment has 2 bedroom, 4 bathroom. It is 22 years old. Property is inside a gated community. Building has 4 floors.",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,390 sq ft",Balewadi,Pune,18.57663345,73.77033234,24000,INR,3,2,null,null,Posted 4 years ago,," 80,000",Semi-Furnished
2 BHK Apartment ,"1,149 sq ft",Baner,Pune,18.55214691,73.76937103,22000,INR,2,1,Negotiable,null,Posted 4 years ago,," 60,000",Semi-Furnished
1 BHK Apartment ,620 sq ft,Baner,Pune,18.56068611,73.77831268,16000,INR,1,1,Negotiable,null,Posted 4 years ago,," 60,000",Unfurnished
2 BHK Apartment ,"1,079 sq ft",Balewadi,Pune,18.57922935,73.76403046,20000,INR,2,1,null,null,Posted 4 years ago,," 65,000",Unfurnished
